project_type,project_description,project_phase_name,project_status_name,dsf_number_s,failure
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868043,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868043,False
SCA IEH,Ieh po18-room b-34,Construction,Complete,DSF: 0000047966,False
SCA IEH,Ieh po18-various,Construction,In-Progress,DSF: 0000048868,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844561,False
DOE- RESOA,Fy15 reso a room conversions / part,Construction,In-Progress,DSF: 0000800472,False
DOE - SKILLED TRADES,Cafeteria serving line,Construction,In-Progress,DSF: 0000821614,False
SCA CIP RESOA,Fy16 reso a athletic fields,Scope,Complete,DSF: 0000822326,False
SCA CIP RESOA,Fy16 reso a athletic fields,Design,Complete,DSF: 0000822326,False
SCA CIP RESOA,Fy16 reso a athletic fields,Construction,Complete,DSF: 0000822326,False
SCA CIP RESOA,Fy16 reso a athletic fields,"CM, F&E",Complete,DSF: 0000822326,False
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Scope,Complete,DSF: 0000011995,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Design,Complete,DSF: 0000011995,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Construction,In-Progress,DSF: 0000011995,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,CM,In-Progress,DSF: 0000011995,True
DCAS/NYPA,High efficiency lighting system,Construction,In-Progress,DSF:,False
DOE - SKILLED TRADES,Cafeteria serving line,Construction,In-Progress,DSF: 0000821631,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000865869,False
SCA CIP,Exterior masonry,Scope,Complete,DSF: 0000844149,False
SCA CIP,Exterior masonry,Design,In-Progress,DSF: 0000844149,True
SCA CIP,Exterior masonry,Construction,PNS,DSF: 0000844149,False
SCA CIP,Exterior masonry,"CM, F&E",PNS,DSF: 0000844149,False
SCA CIP RESOA,Fy17 reso a room conversions/partitioning,Scope,Complete,DSF: 0000844840,False
SCA CIP RESOA,Fy17 reso a room conversions/partitioning,Design,Complete,DSF: 0000844840,False
SCA CIP RESOA,Fy17 reso a room conversions/partitioning,Construction,In-Progress,DSF: 0000844840,False
SCA CIP RESOA,Fy17 reso a room conversions/partitioning,"CM, F&E",In-Progress,DSF: 0000844840,False
SCA CIP RESOA,Fy18 reso a library upgrades,Scope,PNS,DSF: 0000866409,True
SCA CIP RESOA,Fy18 reso a library upgrades,Design,PNS,DSF: 0000866409,False
SCA CIP RESOA,Fy18 reso a library upgrades,Construction,PNS,DSF: 0000866409,False
SCA CIP RESOA,Fy18 reso a library upgrades,"CM, F&E",PNS,DSF: 0000866409,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Scope,PNS,DSF: 0000867225,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Design,PNS,DSF: 0000867225,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Construction,PNS,DSF: 0000867225,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000867225,False
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Scope,Complete,DSF: 0000011996,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Design,Complete,DSF: 0000011996,False
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,Construction,In-Progress,DSF: 0000011996,True
SCA EMERGENCY LIGHTI,Ll 41/16 compliance,CM,In-Progress,DSF: 0000011996,True
SCA IEH,"Ieh po18-rooms 204a, 204b and 204 c",Construction,Complete,DSF: 0000048329,False
DOE- RESOA,Fy16 reso a automotive gates,Construction,In-Progress,DSF: 0000822791,False
SCA CIP,Roof structural damage/exterior masonry,Scope,Complete,"DSF: 0000815239, 0000837276",False
SCA CIP,Roof structural damage/exterior masonry,Design,Complete,"DSF: 0000815239, 0000837276",False
SCA CIP,Roof structural damage/exterior masonry,Construction,In-Progress,"DSF: 0000815239, 0000837276",False
SCA CIP,Roof structural damage/exterior masonry,"CM, F&E",In-Progress,"DSF: 0000815239, 0000837276",False
SCA CIP RESOA,Fy16 reso a green roof,Scope,Complete,DSF: 0000823594,False
SCA CIP RESOA,Fy16 reso a green roof,Design,In-Progress,DSF: 0000823594,True
SCA CIP RESOA,Fy16 reso a green roof,Construction,PNS,DSF: 0000823594,False
SCA CIP RESOA,Fy16 reso a green roof,"CM, F&E",PNS,DSF: 0000823594,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000866330,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000866330,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000866330,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000866330,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Scope,PNS,DSF: 0000867308,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Design,PNS,DSF: 0000867308,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Construction,PNS,DSF: 0000867308,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,"CM, F&E",PNS,DSF: 0000867308,False
DIIT - RESOA,Fy14 reso a technology,Purch & Install,Complete,DSF: 0000799234,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844550,False
DOE- RESOA,Fy14 reso a room conversions / part,Construction,PNS,DSF: 0000798834,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000865871,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845538,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845537,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844563,False
DOE- RESOA,Fy12 reso a- convert storage space,Construction,PNS,DSF: 0000732169,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000865872,False
SCA IEH,Ieh po18-cubicle #48,Construction,In-Progress,DSF: 0000048367,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867201,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867201,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867201,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867201,False
SCA CIP,Roof repair/parapets/exterior masonry,Scope,Complete,"DSF: 0000788137, 0000788138, 0000811451",False
SCA CIP,Roof repair/parapets/exterior masonry,Design,Complete,"DSF: 0000788137, 0000788138, 0000811451",False
SCA CIP,Roof repair/parapets/exterior masonry,Construction,In-Progress,"DSF: 0000788137, 0000788138, 0000811451",False
SCA CIP,Roof repair/parapets/exterior masonry,"CM, F&E",In-Progress,"DSF: 0000788137, 0000788138, 0000811451",False
SCA CIP,Tcu removal/playground redevelopment,Scope,Complete,DSF: 0000843952,True
SCA CIP,Tcu removal/playground redevelopment,Design,Complete,DSF: 0000843952,False
SCA CIP,Tcu removal/playground redevelopment,Construction,PNS,DSF: 0000843952,False
SCA CIP,Tcu removal/playground redevelopment,"CM, F&E",PNS,DSF: 0000843952,False
SCA IEH,Ieh po18-gymnasium,Construction,Complete,DSF: 0000049728,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844478,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845151,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000844479,True
SCA CIP,Planyc climate ctrl/planyc boiler conversion,Scope,Complete,"DSF: 0000788193, 0000798270",False
SCA CIP,Planyc climate ctrl/planyc boiler conversion,Design,Complete,"DSF: 0000788193, 0000798270",False
SCA CIP,Planyc climate ctrl/planyc boiler conversion,Construction,PNS,"DSF: 0000788193, 0000798270",False
SCA CIP,Planyc climate ctrl/planyc boiler conversion,"CM, F&E",PNS,"DSF: 0000788193, 0000798270",False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Scope,PNS,DSF: 0000867303,True
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Design,PNS,DSF: 0000867303,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,Construction,PNS,DSF: 0000867303,False
SCA CIP RESOA,Fy18 reso a gymnasium upgrade,"CM, F&E",PNS,DSF: 0000867303,False
SCA CIP RESOA,Fy18 reso a ip surveillance camera installation,Scope,PNS,DSF: 0000867320,False
SCA CIP RESOA,Fy18 reso a ip surveillance camera installation,Design,PNS,DSF: 0000867320,False
SCA CIP RESOA,Fy18 reso a ip surveillance camera installation,Construction,PNS,DSF: 0000867320,False
SCA CIP RESOA,Fy18 reso a ip surveillance camera installation,"CM, F&E",PNS,DSF: 0000867320,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844480,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845318,False
SCA CIP,Planyc boiler/planyc climate control,Scope,Complete,"DSF: 0000788217, 0000798349",False
SCA CIP,Planyc boiler/planyc climate control,Design,Complete,"DSF: 0000788217, 0000798349",False
SCA CIP,Planyc boiler/planyc climate control,Construction,PNS,"DSF: 0000788217, 0000798349",False
SCA CIP,Planyc boiler/planyc climate control,"CM, F&E",PNS,"DSF: 0000788217, 0000798349",False
SCA CIP,Flood/fa/ext masonry/elevator/parapets/flood,Scope,Complete,"DSF: 0000777242, 0000788218, 0000811529, 0000833628, 0000833629, 0000844042",False
SCA CIP,Flood/fa/ext masonry/elevator/parapets/flood,Design,Complete,"DSF: 0000777242, 0000788218, 0000811529, 0000833628, 0000833629, 0000844042",False
SCA CIP,Flood/fa/ext masonry/elevator/parapets/flood,Construction,In-Progress,"DSF: 0000777242, 0000788218, 0000811529, 0000833628, 0000833629, 0000844042",False
SCA CIP,Flood/fa/ext masonry/elevator/parapets/flood,"CM, F&E",In-Progress,"DSF: 0000777242, 0000788218, 0000811529, 0000833628, 0000833629, 0000844042",False
SCA CIP RESOA,Fy18 reso a low-voltage electrical systems,Scope,PNS,DSF: 0000867328,True
SCA CIP RESOA,Fy18 reso a low-voltage electrical systems,Design,PNS,DSF: 0000867328,False
SCA CIP RESOA,Fy18 reso a low-voltage electrical systems,Construction,PNS,DSF: 0000867328,False
SCA CIP RESOA,Fy18 reso a low-voltage electrical systems,"CM, F&E",PNS,DSF: 0000867328,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000777140,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844443,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000845359,True
SCA CIP,Water penetration/parapets,Scope,Complete,"DSF: 0000788418, 0000865816",False
SCA CIP,Water penetration/parapets,Design,Complete,"DSF: 0000788418, 0000865816",False
SCA CIP,Water penetration/parapets,Construction,In-Progress,"DSF: 0000788418, 0000865816",False
SCA CIP,Water penetration/parapets,"CM, F&E",In-Progress,"DSF: 0000788418, 0000865816",False
RCT CIP,Electrical lighting fixtures,Scope,Complete,DSF: 0000788417,True
RCT CIP,Electrical lighting fixtures,Design,Complete,DSF: 0000788417,False
RCT CIP,Electrical lighting fixtures,Construction,Complete,DSF: 0000788417,False
SCA CIP RESOA,Fy13 reso a supplemental cooling,Scope,Complete,DSF: 0000754731,False
SCA CIP RESOA,Fy13 reso a supplemental cooling,Design,PNS,DSF: 0000754731,False
SCA CIP RESOA,Fy13 reso a supplemental cooling,Construction,PNS,DSF: 0000754731,False
SCA CIP RESOA,Fy13 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000754731,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776681,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845304,False
SCA CIP,Public address system replacement,Scope,Complete,DSF: 0000802044,False
SCA CIP,Public address system replacement,Design,Complete,DSF: 0000802044,False
SCA CIP,Public address system replacement,Construction,Complete,DSF: 0000802044,False
SCA CIP,Public address system replacement,"CM, F&E",Complete,DSF: 0000802044,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866673,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866673,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866673,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866673,False
SCA IEH,Ieh po18-rm 319c,Construction,Complete,DSF: 0000047746,False
SCA IEH,Ieh po18-2nd fl library,Construction,Complete,DSF: 0000048305,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776699,True
SCA IEH,"Ieh po18-rms 302,304,307,309,313, 319",Construction,Complete,DSF: 0000046588,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776867,True
SCA CIP,Structural defects/ext masonry,Scope,Complete,"DSF: 0000782597, 0000805894",False
SCA CIP,Structural defects/ext masonry,Design,Complete,"DSF: 0000782597, 0000805894",False
SCA CIP,Structural defects/ext masonry,Construction,In-Progress,"DSF: 0000782597, 0000805894",False
SCA CIP,Structural defects/ext masonry,"CM, F&E",In-Progress,"DSF: 0000782597, 0000805894",False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000867431,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000867431,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000867431,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000867431,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868051,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868051,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868051,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868051,False
SCA IEH,"Ieh po18-rms 106, 112, 114, 116 & 140",Construction,Complete,DSF: 0000030780,False
DIIT - RESOA,Fy16 reso a technology,Purch & Install,Complete,DSF: 0000823075,True
SCA CIP RESOA,Fy14 reso a library upgrade,Scope,Complete,DSF: 0000798846,False
SCA CIP RESOA,Fy14 reso a library upgrade,Design,Complete,DSF: 0000798846,False
SCA CIP RESOA,Fy14 reso a library upgrade,Construction,Complete,DSF: 0000798846,False
SCA CIP RESOA,Fy14 reso a library upgrade,"CM, F&E",Complete,DSF: 0000798846,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000867430,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000867430,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000867430,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000867430,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868059,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868059,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868059,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868059,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866694,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866694,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866694,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866694,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845301,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776926,True
SCA CIP,Partial acessibility,Scope,Complete,DSF: 0000845614,False
SCA CIP,Partial acessibility,Design,Complete,DSF: 0000845614,False
SCA CIP,Partial acessibility,Construction,PNS,DSF: 0000845614,False
SCA CIP,Partial acessibility,"CM, F&E",PNS,DSF: 0000845614,False
SCA IEH,Soil investigation and remediation,Construction,In-Progress,DSF: 0000843733,False
DOE- RESOA,Fy16 reso a steam lab,Construction,In-Progress,DSF: 0000822375,False
SCA CIP,Replace chillers & cooling towers,Scope,Complete,DSF: 0000829074,False
SCA CIP,Replace chillers & cooling towers,Design,Complete,DSF: 0000829074,False
SCA CIP,Replace chillers & cooling towers,Construction,PNS,DSF: 0000829074,False
SCA CIP,Replace chillers & cooling towers,"CM, F&E",PNS,DSF: 0000829074,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Scope,PNS,DSF: 0000867359,True
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Design,PNS,DSF: 0000867359,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Construction,PNS,DSF: 0000867359,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,"CM, F&E",PNS,DSF: 0000867359,False
DOE- RESOA,Fy14 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000798712,False
DOE - SKILLED TRADES,Cafeteria serving lines,Construction,In-Progress,DSF: 0000821598,True
DOE - SKILLED TRADES,Smartboards,Construction,In-Progress,DSF: 0000844051,False
DOE - SKILLED TRADES,Science demo & prep room upgrades,Construction,In-Progress,DSF: 0000844052,False
SCA CIP RESOA,Fy14 reso a athletic fields,Scope,PNS,DSF: 0000798666,False
SCA CIP RESOA,Fy14 reso a athletic fields,Design,PNS,DSF: 0000798666,False
SCA CIP RESOA,Fy14 reso a athletic fields,Construction,PNS,DSF: 0000798666,False
SCA CIP RESOA,Fy14 reso a athletic fields,"CM, F&E",PNS,DSF: 0000798666,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000868041,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000868041,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000868041,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000868041,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845124,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000865884,False
DOE - SKILLED TRADES,Replace vacuum condensate pump and steam trap,Construction,In-Progress,DSF: 0000866182,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845118,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845121,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844363,False
DOE- RESOA,Fy16 reso a library upgrade,Construction,In-Progress,DSF: 0000822744,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000865958,False
SCA CIP,Structural defects,Scope,Complete,DSF: 0000824866,True
SCA CIP,Structural defects,Design,Complete,DSF: 0000824866,False
SCA CIP,Structural defects,Construction,Complete,DSF: 0000824866,False
SCA CIP,Structural defects,"CM, F&E",Complete,DSF: 0000824866,False
SCA CIP RESOA,Fy18 reso a electrical systems,Scope,PNS,DSF: 0000867290,True
SCA CIP RESOA,Fy18 reso a electrical systems,Design,PNS,DSF: 0000867290,False
SCA CIP RESOA,Fy18 reso a electrical systems,Construction,PNS,DSF: 0000867290,False
SCA CIP RESOA,Fy18 reso a electrical systems,"CM, F&E",PNS,DSF: 0000867290,False
SCA IEH,"Ieh po18-basement corridor, rms b4,b6,b7",Construction,In-Progress,DSF: 0000047046,False
SCA IEH,Ieh po18-2nd fl corridor 1906/1950 wing including,Construction,In-Progress,DSF: 0000049490,False
SCA IEH,"Ieh po18-rms 300,301,302,304,309,308a/b,405,406,40",Construction,In-Progress,DSF: 0000046525,False
SCA IEH,Ieh po18-smartboard in rm 328,Construction,In-Progress,DSF: 0000046568,False
SCA IEH,Ieh po18-pre-k rm 131,Construction,In-Progress,DSF: 0000048389,False
SCA IEH,Ieh po18-rm 404,Construction,Complete,DSF: 0000048967,False
SCA IEH,Ieh po18-rm 405,Construction,Complete,DSF: 0000049226,False
SCA IEH,Ieh po18-rms 403 & 404 between classroom windows,Construction,In-Progress,DSF: 0000049905,True
SCA FURNITURE & EQUI,Fy17 reso a mobile science lab,F&E,Complete,DSF: 0000844335,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845075,False
DOE - SKILLED TRADES,Replace boiler room vacuum condensate pump & steam,Construction,In-Progress,DSF: 0000847528,False
SCA CIP,Flood elimination,Scope,Complete,DSF: 0000803429,False
SCA CIP,Flood elimination,Design,Complete,DSF: 0000803429,False
SCA CIP,Flood elimination,Construction,In-Progress,DSF: 0000803429,False
SCA CIP,Flood elimination,"CM, F&E",In-Progress,DSF: 0000803429,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866710,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866710,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866710,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866710,False
SCA IEH,"Ieh po18-rms 210,211,209,203,351,303,304,311",Construction,Complete,DSF: 0000045439,False
