,project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
5929,22,K236,P.S. 236 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/PARAPETS/FLOOD/TCU/IRON FENCE,"CM, F&E",PNS,PNS,PNS,PNS,1402324,1402324.0,88422.0,"DSF: 0000775684, 0000781499, 0000781500, 0000804795, 0000844159, 0000849125",False
5930,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,02/03/2017,06/06/2017,03/10/2017,0,6804.0,6804.0,DSF: 0000844852,False
5931,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,Complete,03/10/2017,08/09/2017,05/19/2017,14815,28207.0,23239.0,DSF: 0000844852,False
5932,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,In-Progress,07/05/2017,01/30/2018,,217287,201899.0,66529.0,DSF: 0000844852,False
5933,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",In-Progress,07/05/2017,01/30/2018,,14815,22706.0,14903.0,DSF: 0000844852,False
5934,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,In-Progress,12/21/2017,04/25/2018,,0,0.0,0.0,DSF: 0000867287,True
5935,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867287,False
5936,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000867287,False
5937,22,K236,P.S. 236 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867287,False
5938,22,K236,P.S. 236 - BROOKLYN,SCA IEH,"IEH PO18-CAFETERIA,AREA BEHIND KITCHEN,HALLWAY BEH",Construction,Complete,04/24/2017,IEH,07/13/2017,IEH,122300.0,5200.0,DSF: 0000046380,False
5939,22,K236,P.S. 236 - BROOKLYN,SCA IEH,"IEH PO18-MAIN OFFICE RM117,PRINCIPAL'S OFFICE RM 1",Construction,In-Progress,08/10/2017,IEH,,IEH,48957.0,8572.0,DSF: 0000048086,False
5940,22,K236,P.S. 236 - BROOKLYN,SCA IEH,"IEH PO18-RMS 118,120,121,121A,121B, 121 CLOSET,123",Construction,In-Progress,11/27/2017,IEH,,IEH,90518.0,1736.0,DSF: 0000049491,False
5941,22,K236,P.S. 236 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,338026.0,0.0,DSF: 0000776844,True
5942,22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866667,True
5943,22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866667,False
5944,22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000866667,False
5945,22,K240,I.S. 240 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866667,False
5946,22,K240,I.S. 240 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,07/05/2017,09/20/2017,35000,34734.0,34734.0,DSF: 0000845485,False
5947,22,K240,I.S. 240 - BROOKLYN,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,10/06/2016,DOER,,75000,80453.0,80453.0,DSF: 0000822874,False
5948,22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867288,True
5949,22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867288,False
5950,22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000867288,False
5951,22,K251,P.S. 251 - BROOKLYN,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867288,False
5952,22,K251,P.S. 251 - BROOKLYN,SCA IEH,IEH PO18-RM 140,Construction,Complete,04/05/2017,IEH,07/06/2017,IEH,30813.0,1572.0,DSF: 0000046107,False
5953,22,K251,P.S. 251 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/25/2017,F&E,07/11/2017,100000,100000.0,100000.0,DSF: 0000844316,False
5954,22,K251,P.S. 251 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/19/2017,07/19/2017,08/23/2017,150000,148873.0,148873.0,DSF: 0000845264,False
5955,22,K254,P.S. 254 - BROOKLYN,SCA Capacity,ADDITION,Scope,In-Progress,08/29/2017,01/30/2018,,1170497,1170497.0,121273.0,DSF: 0000798194,True
5956,22,K254,P.S. 254 - BROOKLYN,SCA Capacity,ADDITION,Design,PNS,PNS,PNS,PNS,3745591,3745591.0,51306.0,DSF: 0000798194,False
5957,22,K254,P.S. 254 - BROOKLYN,SCA Capacity,ADDITION,Construction,PNS,PNS,PNS,PNS,52531920,52531920.0,8560.0,DSF: 0000798194,False
5958,22,K254,P.S. 254 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",PNS,PNS,PNS,PNS,7397543,7397543.0,29550.0,DSF: 0000798194,False
5959,22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,Scope,Complete,02/06/2014,07/09/2014,05/15/2014,75223,96378.0,91230.0,"DSF: 0000781813, 0000781814, 0000798617, 0000798618",False
5960,22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,Design,Complete,05/16/2014,10/17/2014,11/24/2014,296943,485535.0,370878.0,"DSF: 0000781813, 0000781814, 0000798617, 0000798618",False
5961,22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,Construction,Complete,03/30/2015,09/19/2016,07/07/2017,5213297,5502388.0,4937424.0,"DSF: 0000781813, 0000781814, 0000798617, 0000798618",False
5962,22,K254,P.S. 254 - BROOKLYN,SCA CIP,SANDY - HEATING/ELEC SYS/FLOOD ELIM/CLIMATE CONTRL,"CM, F&E",Complete,03/30/2015,09/19/2016,07/07/2017,402374,682367.0,658513.0,"DSF: 0000781813, 0000781814, 0000798617, 0000798618",False
5963,22,K254,P.S. 254 - BROOKLYN,SCA IEH,"IEH PO18-RMS 215,217,221",Construction,In-Progress,09/06/2017,IEH,,IEH,88647.0,4948.0,DSF: 0000048573,False
5964,22,K254,P.S. 254 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,100000,100000.0,0.0,DSF: 0000844348,False
5965,22,K254,P.S. 254 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,153000,153000.0,0.0,DSF: 0000845103,False
5966,22,K254,P.S. 254 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,441325.0,0.0,DSF: 0000776859,True
5967,22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,01/20/2015,04/20/2015,04/07/2015,0,10210.0,10210.0,DSF: 0000800354,False
5968,22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,06/22/2016,11/07/2016,12/06/2016,23586,35442.0,34520.0,DSF: 0000800354,False
5969,22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Construction,Complete,03/10/2017,11/04/2017,10/27/2017,345935,335930.0,165698.0,DSF: 0000800354,False
5970,22,K255,P.S. 255 - BROOKLYN,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",Complete,03/10/2017,11/04/2017,10/27/2017,23586,38892.0,36367.0,DSF: 0000800354,False
5971,22,K269,P.S. 269 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867256,False
5972,22,K269,P.S. 269 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000867256,False
5973,22,K269,P.S. 269 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,66000,66000.0,0.0,DSF: 0000867256,False
5974,22,K269,P.S. 269 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,4500,4500.0,0.0,DSF: 0000867256,False
5975,22,K269,P.S. 269 - BROOKLYN,SCA IEH,"IEH PO18-3RD FLR CORRIDOR, STAIRCASE LANDING 5&6",Construction,Complete,03/07/2017,IEH,09/21/2017,IEH,53624.0,3484.0,DSF: 0000045569,False
5976,22,K269,P.S. 269 - BROOKLYN,SCA IEH,"IEH PO18-2ND FL CORRIDOR, STAIRCASE LANDINGS (5&6)",Construction,In-Progress,11/06/2017,IEH,,IEH,74548.0,772.0,DSF: 0000049248,False
5977,22,K269,P.S. 269 - BROOKLYN,SCA IEH,"IEH PO18-RMS 303,316,317,301,313",Construction,In-Progress,11/27/2017,IEH,,IEH,936.0,436.0,DSF: 0000049487,False
5978,22,K269,P.S. 269 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,08/04/2017,50000,49624.0,49624.0,DSF: 0000844350,False
5979,22,K269,P.S. 269 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,08/04/2017,35000,34738.0,34738.0,DSF: 0000845493,False
5980,27,Q400,AUGUST MARTIN HS - QUEENS,SCA IEH,"IEH PO18-ROOM 211, B32",Construction,In-Progress,06/08/2017,IEH,,IEH,1288.0,788.0,DSF: 0000047225,False
5981,27,Q400,AUGUST MARTIN HS - QUEENS,SCA IEH,"IEH PO18-ROOMS 183, 306 AND 351",Construction,In-Progress,10/16/2017,IEH,,IEH,4500.0,0.0,DSF: 0000048969,True
5982,27,Q400,AUGUST MARTIN HS - QUEENS,DOE- RESOA,FY17 RESO A TOILETS-STUDENTS,Construction,In-Progress,09/21/2017,DOER,,152153,152153.0,152153.0,DSF: 0000844985,False
5983,27,Q401,AUGUST MARTIN HS - QUEENS,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,In-Progress,03/22/2016,IEH,,IEH,35116.0,23003.0,DSF: 0000843738,False
5984,27,Q465,M.S. 282 - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,06/19/2017,04/14/2018,,200917,166217.0,7796.0,DSF: 0000843853,False
5985,27,Q410,BEACH CHANNEL HS - QUEENS,SCA CIP,SANDY:HTNG/ELEC/FLD/CLIMATE/ PIPING/INT/GENERATOR,Scope,Complete,02/04/2014,07/07/2014,04/30/2014,361497,302609.0,300301.0,"DSF: 0000791453, 0000791457, 0000791458, 0000791459, 0000799435, 0000799931, 0000799946",False
5986,27,Q410,BEACH CHANNEL HS - QUEENS,SCA CIP,SANDY:HTNG/ELEC/FLD/CLIMATE/ PIPING/INT/GENERATOR,Design,Complete,05/14/2014,10/15/2014,08/19/2014,1426899,942664.0,843733.0,"DSF: 0000791453, 0000791457, 0000791458, 0000791459, 0000799435, 0000799931, 0000799946",False
5987,27,Q410,BEACH CHANNEL HS - QUEENS,SCA CIP,SANDY:HTNG/ELEC/FLD/CLIMATE/ PIPING/INT/GENERATOR,Construction,Complete,03/23/2015,09/07/2017,09/28/2017,25041012,22681342.0,18908302.0,"DSF: 0000791453, 0000791457, 0000791458, 0000791459, 0000799435, 0000799931, 0000799946",False
5988,27,Q410,BEACH CHANNEL HS - QUEENS,SCA CIP,SANDY:HTNG/ELEC/FLD/CLIMATE/ PIPING/INT/GENERATOR,"CM, F&E",Complete,03/23/2015,09/07/2017,09/28/2017,1935163,424271.0,409815.0,"DSF: 0000791453, 0000791457, 0000791458, 0000791459, 0000799435, 0000799931, 0000799946",False
5989,27,Q410,ROCKAWAY COLLEGIATE HIGH SCHL,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,07/14/2016,11/14/2016,01/17/2017,10950,3649.0,3649.0,DSF: 0000843862,False
5990,27,Q410,ROCKAWAY COLLEGIATE HIGH SCHL,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,01/17/2017,07/17/2017,05/09/2017,40150,14664.0,14664.0,DSF: 0000843862,False
5991,27,Q410,ROCKAWAY COLLEGIATE HIGH SCHL,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,06/19/2017,03/15/2018,,425225,386961.0,132616.0,DSF: 0000843862,False
5992,27,Q410,ROCKAWAY COLLEGIATE HIGH SCHL,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,06/19/2017,03/15/2018,,367470,316266.0,10969.0,DSF: 0000843862,False
5993,27,Q410,BEACH CHANNEL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,09/12/2003,09/12/2003,09/12/2003,720,210.0,210.0,DSF: 0000012009,True
5994,27,Q410,BEACH CHANNEL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/01/2004,05/15/2005,04/18/2005,2600,6030.0,6030.0,DSF: 0000012009,True
5995,27,Q410,BEACH CHANNEL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,09/07/2006,04/15/2007,,77000,73695.0,73523.0,DSF: 0000012009,True
5996,27,Q410,BEACH CHANNEL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,09/07/2006,04/15/2007,,12240,20114.0,20114.0,DSF: 0000012009,True
5997,27,Q410,ROCKAWAY COLLEGIATE HIGH SCHL,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,04/25/2017,F&E,11/10/2017,60000,60000.0,59895.0,DSF: 0000845419,False
5998,27,Q410,BEACH CHANNEL HS - QUEENS,Fast Track Projects,SANDY FIRE ALARM/NON SANDY PA SYSTEM,Construction,In-Progress,12/27/2013,FTK,,FTK,10573837.0,9952978.0,"DSF: 0000745774, 0000768689",False
5999,27,Q410,ROCKAWAY PARK HIGH SCHOOL FOR,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,Complete,06/27/2016,07/19/2016,11/03/2017,100000,99230.0,99230.0,DSF: 0000823318,True
6000,27,Q410,CHANNEL VIEW SCHOOL FOR RESEAR,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,01/25/2018,,35000,34737.0,34737.0,DSF: 0000844440,True
6001,27,Q410,ROCKAWAY COLLEGIATE HIGH SCHOO,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,02/05/2018,,100000,99237.0,99237.0,DSF: 0000845441,True
6002,27,Q410,CHANNEL VIEW SCHOOL FOR RESEAR,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,11/17/2017,01/25/2018,,50000,49625.0,49625.0,DSF: 0000845526,True
6003,27,Q410,CHANNEL VIEW SCL FOR RESEARCH,DOE- RESOA,RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/09/2017,DOER,,0,0.0,62741.0,DSF: 0000843948,False
6004,27,Q411,BEACH CHANNEL HS - QUEENS,Fast Track Projects,SANDY REPAIRS-ATHLETIC FIELD,Construction,Complete,03/13/2014,FTK,05/16/2016,FTK,3308055.0,3224860.0,DSF: 0000799463,False
6005,27,Q465,FREDERICK DOUGLASS ACAD VI HS,SCA CIP,MSNRY/ROOFS/WINDOWS/PARAPETS/NATATORIUM STRUC REPR,Scope,Complete,06/05/2013,10/21/2013,01/22/2014,320655,172470.0,164522.0,"DSF: 0000026014, 0000791745, 0000791746, 0000791747, 0000791748",False
6006,27,Q465,FREDERICK DOUGLASS ACAD VI HS,SCA CIP,MSNRY/ROOFS/WINDOWS/PARAPETS/NATATORIUM STRUC REPR,Design,Complete,03/10/2014,08/07/2014,12/03/2014,1282620,668811.0,536426.0,"DSF: 0000026014, 0000791745, 0000791746, 0000791747, 0000791748",False
6007,27,Q465,FREDERICK DOUGLASS ACAD VI HS,SCA CIP,MSNRY/ROOFS/WINDOWS/PARAPETS/NATATORIUM STRUC REPR,Construction,In-Progress,05/30/2017,03/10/2019,,24049125,21772561.0,2291366.0,"DSF: 0000026014, 0000791745, 0000791746, 0000791747, 0000791748",False
6008,27,Q465,FREDERICK DOUGLASS ACAD VI HS,SCA CIP,MSNRY/ROOFS/WINDOWS/PARAPETS/NATATORIUM STRUC REPR,"CM, F&E",In-Progress,05/30/2017,03/10/2019,,1496390,109270.0,74667.0,"DSF: 0000026014, 0000791745, 0000791746, 0000791747, 0000791748",False
6009,27,Q465,M.S. 282 - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,07/01/2016,11/01/2016,01/17/2017,7306,4924.0,4924.0,DSF: 0000843853,False
6010,27,Q465,M.S. 282 - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,01/17/2017,07/17/2017,04/20/2017,26789,19759.0,19759.0,DSF: 0000843853,False
6011,27,Q465,M.S. 282 - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,06/19/2017,04/14/2018,,283721,253593.0,656.0,DSF: 0000843853,False
6012,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Scope,Complete,02/02/2017,04/03/2017,05/16/2017,0,12510.0,510.0,DSF: 0000844903,False
6013,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Design,PNS,PNS,PNS,PNS,15000,34695.0,2041.0,DSF: 0000844903,False
6014,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,Construction,PNS,PNS,PNS,PNS,220000,692344.0,10488.0,DSF: 0000844903,False
6015,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A LIBRARY UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,15000,47205.0,543.0,DSF: 0000844903,False
6016,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,132.0,132.0,DSF: 0000844904,False
6017,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,9495,9363.0,528.0,DSF: 0000844904,False
6018,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,139260,139260.0,46.0,DSF: 0000844904,False
6019,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,9495,9495.0,94.0,DSF: 0000844904,False
6020,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Scope,Complete,02/02/2017,04/03/2017,04/21/2017,0,12777.0,12777.0,DSF: 0000844905,False
6021,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Design,Complete,04/21/2017,09/06/2017,10/03/2017,32505,41388.0,40398.0,DSF: 0000844905,False
6022,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,476740,476740.0,262.0,DSF: 0000844905,False
6023,27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,32505,32505.0,2978.0,DSF: 0000844905,False
6024,27,Q465,LYFE PROGRAM,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Scope,In-Progress,10/03/2017,01/05/2018,,0,9685.0,786.0,DSF: 0000844906,True
6025,27,Q465,LYFE PROGRAM,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,PNS,PNS,PNS,PNS,23100,13415.0,3142.0,DSF: 0000844906,False
6026,27,Q465,LYFE PROGRAM,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,338800,338800.0,0.0,DSF: 0000844906,False
6027,27,Q465,LYFE PROGRAM,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,23100,23100.0,0.0,DSF: 0000844906,False
6028,27,Q465,FAR ROCKAWAY HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,09/12/2003,09/12/2003,09/12/2003,720,61.0,61.0,DSF: 0000012010,True
6029,27,Q465,FAR ROCKAWAY HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/01/2004,05/15/2005,04/18/2005,2600,14157.0,14157.0,DSF: 0000012010,True
6030,27,Q465,FAR ROCKAWAY HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,08/18/2006,04/15/2007,,77000,234787.0,233406.0,DSF: 0000012010,True
6031,27,Q465,FAR ROCKAWAY HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,08/18/2006,04/15/2007,,12240,20850.0,20850.0,DSF: 0000012010,True
6032,27,Q465,M.S. 282 - QUEENS,SCA IEH,IEH PO18-KITCHEN,Construction,In-Progress,07/31/2017,IEH,,IEH,24287.0,1512.0,DSF: 0000047869,False
6033,27,Q465,FREDERICK DOUGLASS ACADEMY VI,Fast Track Projects,CTF-ROOM CONVERSION,Construction,In-Progress,04/07/2015,FTK,,FTK,700432.0,663908.0,DSF: 0000821673,False
6034,27,Q465,QNS HS FOR INF. RESEARCH & TEC,Fast Track Projects,CTF-ROOM CONVERSION,Construction,In-Progress,04/07/2015,FTK,,FTK,1190407.0,1061398.0,DSF: 0000821672,False
6035,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,STEEL DETERIORATED COLUMS & COLUMN,Scope,Complete,05/01/2014,09/12/2014,10/24/2014,15966,41259.0,40047.0,DSF: 0000799900,True
6036,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,STEEL DETERIORATED COLUMS & COLUMN,Design,Complete,12/17/2014,05/20/2015,12/30/2015,63864,134591.0,116133.0,DSF: 0000799900,False
6037,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,STEEL DETERIORATED COLUMS & COLUMN,Construction,In-Progress,08/14/2017,05/10/2018,,1197450,1090445.0,7905.0,DSF: 0000799900,False
6038,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,STEEL DETERIORATED COLUMS & COLUMN,"CM, F&E",In-Progress,08/14/2017,05/10/2018,,74508,39430.0,23248.0,DSF: 0000799900,False
6039,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866331,True
6040,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,150000,150000.0,0.0,DSF: 0000866331,False
6041,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,2200000,2200000.0,0.0,DSF: 0000866331,False
6042,27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,150000,150000.0,0.0,DSF: 0000866331,False
6043,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,09/12/2003,09/12/2003,09/12/2003,720,766.0,766.0,DSF: 0000011862,True
6044,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,12/01/2004,05/15/2005,04/18/2005,2600,62023.0,62023.0,DSF: 0000011862,True
6045,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,10/13/2006,10/10/2006,,77000,105074.0,104340.0,DSF: 0000011862,True
6046,27,Q475,RICHMOND HILL HS - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,10/13/2006,10/10/2006,,12240,25368.0,25368.0,DSF: 0000011862,True
6047,27,Q475,RICHMOND HILL HS - QUEENS,SCA IEH,"IEH PO18-ROOMS 140, 204, 216, 220",Construction,Complete,06/29/2015,IEH,08/29/2017,IEH,53750.0,5415.0,DSF: 0000036326,False
6048,27,Q475,RICHMOND HILL HS - QUEENS,SCA IEH,IEH PO18-KITCHEN OFFICE,Construction,In-Progress,05/05/2017,IEH,,IEH,6840.0,2340.0,DSF: 0000046545,False
6049,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,06/17/2016,10/17/2016,12/23/2016,7154,20963.0,20963.0,DSF: 0000843854,True
6050,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,12/23/2016,06/23/2017,01/18/2017,26231,56873.0,56873.0,DSF: 0000843854,True
6051,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,06/19/2017,04/14/2018,,277809,253381.0,368.0,DSF: 0000843854,False
6052,27,Q480,JOHN ADAMS HS - QUEENS,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,06/19/2017,04/14/2018,,197800,164134.0,8008.0,DSF: 0000843854,False
