project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
Q181,P.S. 181 - QUEENS,SCA CIP,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,"CM, F&E",2017-02-27,2018-08-20,819700.0,341057.0,313665.0,"DSF: 0000821590, 0000835909, 0000835911, 0000844111, 0000844112",False,queens,62.0,506035.0,539.0
Q192,I.S. 192 THE LINDEN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-07,2018-01-15,35000.0,34738.0,34738.0,DSF: 0000844452,True,queens,1.0,262.0,39.0
Q192,I.S. 192 THE LINDEN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-12-07,2018-01-15,45000.0,44555.0,44555.0,DSF: 0000845321,True,queens,1.0,445.0,39.0
Q192,PATHWAYS COLL. PREP SCHOOL - Q,DOE- RESOA,FY16 RESO A FLOORS,Construction,2017-07-13,,50000.0,49880.0,49880.0,DSF: 0000822822,False,queens,0.0,120.0,
Q195,P.S. 195 - QUEENS,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,2013-02-20,,,100000.0,0.0,DSF: 0000768035,True,queens,,,
Q195,P.S. 195 - QUEENS,DOE- RESOA,FY14 RESO A PLAYGROUND REDEVELOPMEN,Construction,2014-09-30,,400000.0,400000.0,0.0,DSF: 0000798677,False,queens,100.0,400000.0,
Q231,I.S. 231 - QUEENS,DOE- RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,2016-07-15,,300000.0,167993.0,167993.0,DSF: 0000822912,False,queens,44.0,132007.0,
K189,P.S. 189 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-12-16,,,189936.0,189936.0,DSF: 0000803898,False,brooklyn,,,
K189,P.S. 189 - BROOKLYN,DOE - Skilled Trades,AC INITIATIVE,Construction,2017-11-02,,,97530.0,97136.0,DSF: 0000867105,False,brooklyn,,,
K191,P.S. 191 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Construction,2017-05-08,2019-01-17,3974355.0,3609897.0,747644.0,"DSF: 0000803935, 0000826342, 0000844012",False,brooklyn,81.0,3226711.0,619.0
K191,P.S. 191 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,"CM, F&E",2017-05-08,2019-01-17,445937.0,155620.0,155076.0,"DSF: 0000803935, 0000826342, 0000844012",False,brooklyn,65.0,290861.0,619.0
K210,I.S. 394 - BROOKLYN,SCA CIP,WATER PENETRATION,Construction,2017-10-10,2018-10-09,1029860.0,903955.0,11115.0,DSF: 0000798593,False,brooklyn,99.0,1018745.0,364.0
K210,I.S. 394 - BROOKLYN,SCA CIP,WATER PENETRATION,"CM, F&E",2017-10-10,2018-10-09,238680.0,38445.0,38445.0,DSF: 0000798593,False,brooklyn,84.0,200235.0,364.0
K210,I.S. 394 - BROOKLYN,Fast Track Projects,CTF ROOM CONVERSION,Construction,2016-10-26,,,486782.0,441102.0,DSF: 0000844089,False,brooklyn,,,
K210,I.S. 394 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,631.0,DSF: 0000865972,False,brooklyn,,,
K241,P.S. 241 - BROOKLYN,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2016-12-05,,150000.0,47993.0,47993.0,DSF: 0000822703,False,brooklyn,68.0,102007.0,
K246,I.S. 246 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,537406.0,0.0,DSF: 0000776855,True,brooklyn,,,190.0
K249,P.S. 249 - BROOKLYN,SCA CIP,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,Construction,2017-10-10,2019-04-02,8850375.0,8016416.0,102699.0,"DSF: 0000781711, 0000798267, 0000827389",False,brooklyn,99.0,8747676.0,539.0
K249,P.S. 249 - BROOKLYN,SCA CIP,LOW VOLT/PLANYC CLIMATE CTRL/PLANYC BOILER CONV,"CM, F&E",2017-10-10,2019-04-02,550689.0,58747.0,58316.0,"DSF: 0000781711, 0000798267, 0000827389",False,brooklyn,89.0,492373.0,539.0
K249,P.S. 249 - BROOKLYN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,2017-02-16,,,65431.0,65431.0,DSF: 0000805018,False,brooklyn,,,
K249,P.S. 249 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2015-07-20,,,508.0,456.0,DSF: 0000805019,False,brooklyn,,,
K289,P.S. 289 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,2016-09-01,,,76925.0,59703.0,DSF: 0000844717,False,brooklyn,,,
K320,P.S. 375 - BROOKLYN,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,2017-02-21,2018-08-14,7052683.0,6580977.0,885977.0,"DSF: 0000798261, 0000798262",False,brooklyn,87.0,6166706.0,539.0
K320,P.S. 375 - BROOKLYN,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",2017-02-21,2018-08-14,611324.0,144114.0,143721.0,"DSF: 0000798261, 0000798262",False,brooklyn,76.0,467603.0,539.0
K390,M.S. 354 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,Construction,2017-07-12,2018-10-04,7210152.0,7012667.0,588872.0,"DSF: 0000783145, 0000798298",False,brooklyn,92.0,6621280.0,449.0
K390,M.S. 354 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,"CM, F&E",2017-07-12,2018-10-04,448632.0,92248.0,92248.0,"DSF: 0000783145, 0000798298",False,brooklyn,79.0,356384.0,449.0
K390,M.S. 354 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-12-27,2018-06-22,13681.0,13681.0,7123.0,DSF: 0000868114,False,brooklyn,48.0,6558.0,177.0
K390,M.S. 354 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,130360.0,0.0,DSF: 0000776948,True,brooklyn,,,190.0
K390,M.S. 334 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,130360.0,0.0,DSF: 0000776947,True,brooklyn,,,190.0
K398,P.S. 398 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,1404.0,DSF: 0000865988,False,brooklyn,,,
K440,THE INTERNATIONAL HS - BKLYN,SCA CIP,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,Construction,2017-01-17,2019-01-16,23554126.0,21296993.0,4006699.0,"DSF: 0000828988, 0000828990, 0000828991, 0000828992, 0000843949",False,brooklyn,83.0,19547427.0,729.0
K440,THE INTERNATIONAL HS - BKLYN,SCA CIP,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,"CM, F&E",2017-01-17,2019-01-16,1465590.0,298733.0,298527.0,"DSF: 0000828988, 0000828990, 0000828991, 0000828992, 0000843949",False,brooklyn,80.0,1167063.0,729.0
K440,THE INTERNATIONAL HS - BROOKLY,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,78680.0,0.0,DSF: 0000776977,True,brooklyn,,,190.0
K440,HS FOR GLOBAL CITIZENSHIP - K,DOE- RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Construction,2017-03-10,,125000.0,101269.0,101269.0,DSF: 0000822286,False,brooklyn,19.0,23731.0,
K457,BROOKLYN ACADEMY HS - BROOKLYN,DOE - Skilled Trades,WATER HEATER REPLACEMENT,Construction,2017-02-07,,,67435.0,0.0,DSF: 0000866085,False,brooklyn,,,
K465,I.S. 382 - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,2017-08-14,2018-06-09,629477.0,550476.0,50496.0,DSF: 0000843847,False,brooklyn,92.0,578981.0,299.0
K465,I.S. 382 - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",2017-08-14,2018-06-09,378349.0,254646.0,27012.0,DSF: 0000843847,False,brooklyn,93.0,351337.0,299.0
K465,I.S. 382 - BROOKLYN,SCA CIP,STRUCTURAL DEFECTS AND ROOF,Design,2017-07-06,2017-12-11,85178.0,85178.0,7354.0,DSF: 0000829121,True,brooklyn,91.0,77824.0,158.0
Q238,I.S. 238 - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2005-12-01,2006-06-25,77000.0,74523.0,74523.0,DSF: 0000011999,True,queens,3.0,2477.0,206.0
Q238,I.S. 238 - QUEENS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2005-12-01,2006-06-25,12240.0,23416.0,23416.0,DSF: 0000011999,True,queens,-91.0,-11176.0,206.0
Q238,I.S. 238 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,30744.0,0.0,DSF: 0000777158,True,queens,,,190.0
Q263,P.S. /I.S 295 - QUEENS,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,22027.0,0.0,DSF: 0000777161,True,queens,,,190.0
Q270,P.S. / I.S. 270 - QUEENS,SCA CIP,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,Construction,2016-10-17,2018-01-09,6038902.0,5455027.0,2934444.0,"DSF: 0000797701, 0000800111, 0000820925",False,queens,51.0,3104458.0,449.0
Q270,P.S. / I.S. 270 - QUEENS,SCA CIP,DEFECTIVE PARAPETS/EXT MASONRY/ROOFS,"CM, F&E",2016-10-17,2018-01-09,491924.0,126590.0,80533.0,"DSF: 0000797701, 0000800111, 0000820925",False,queens,84.0,411391.0,449.0
Q270,P.S. / I.S. 270 - QUEENS,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,2016-06-13,,50000.0,83352.0,83352.0,DSF: 0000800407,False,queens,-67.0,-33352.0,
Q420,EXCELSIOR PREP HIGH SCHOOL - Q,SCA CIP,EXT MASONRY/ROOFS/PAVED AREA-CONCRETE,Construction,2016-08-15,2018-02-05,7874836.0,7668110.0,5270553.0,"DSF: 0000814742, 0000814748, 0000822213",False,queens,33.0,2604283.0,539.0
Q420,EXCELSIOR PREP HIGH SCHOOL - Q,SCA CIP,EXT MASONRY/ROOFS/PAVED AREA-CONCRETE,"CM, F&E",2016-08-15,2018-02-05,600280.0,489190.0,439057.0,"DSF: 0000814742, 0000814748, 0000822213",False,queens,27.0,161223.0,539.0
Q420,G. WASHINGTON CARVER HS FOR SC,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-11-17,2018-05-16,35265.0,35265.0,10255.0,DSF: 0000867057,False,queens,71.0,25010.0,180.0
Q490,INSTITUTE FOR HEALTH PROFESSIO,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-26,2018-04-25,37604.0,37604.0,10937.0,DSF: 0000867060,False,queens,71.0,26667.0,181.0
Q490,JACKSON HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,2005-10-18,2006-06-18,77000.0,290859.0,287670.0,DSF: 0000012002,True,queens,-274.0,-210670.0,243.0
Q490,JACKSON HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,2005-10-18,2006-06-18,12240.0,28812.0,28812.0,DSF: 0000012002,True,queens,-135.0,-16572.0,243.0
Q490,"MATH, SCI., RESEARCH & TECH. H",SCA IEH,IEH PO18-STUDENT CAFETERIA,Construction,2017-08-30,,,203289.0,6184.0,DSF: 0000048451,False,queens,,,
Q490,"MATH, SCI., RESEARCH & TECH. H",Fast Track Projects,CTF ROOM CONVERSION,Construction,2016-07-21,,,600603.0,184654.0,DSF: 0000843982,False,queens,,,
Q002,P.S. 2 - QUEENS,SCA CIP RESOA,FY15 RESO A ACCESSIBILITY,Construction,2016-10-11,2017-10-10,720221.0,728759.0,468580.0,DSF: 0000800477,False,queens,35.0,251641.0,364.0
Q002,P.S. 2 - QUEENS,SCA CIP RESOA,FY15 RESO A ACCESSIBILITY,"CM, F&E",2016-10-11,2017-10-10,49106.0,84808.0,61945.0,DSF: 0000800477,False,queens,-26.0,-12839.0,364.0
Q010,I.S. 10 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-11-29,2018-05-25,27936.0,27936.0,7555.0,DSF: 0000867052,False,queens,73.0,20381.0,177.0
Q011,P.S. 11 - QUEENS,SCA Capacity,ADDITION,Construction,2014-09-29,2018-10-17,103359375.0,96048412.0,76648533.0,DSF: 0000775571,False,queens,26.0,26710842.0,1479.0
Q011,P.S. 11 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",2014-09-29,2018-10-17,13421875.0,7906066.0,4815397.0,DSF: 0000775571,False,queens,64.0,8606478.0,1479.0
Q069,P.S. 69 - QUEENS,SCA CIP RESOA,FY15 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,2017-11-17,2018-05-16,20100.0,17037.0,12253.0,DSF: 0000800795,False,queens,39.0,7847.0,180.0
Q070,P.S. 70 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-11-15,,,500.0,0.0,DSF:,True,queens,,,
Q070,P.S. 70 - QUEENS,DOE- RESOA,FY17 RESO A HYDROPONIC SCIENCE LAB,Construction,2017-07-21,,54321.0,54321.0,54321.0,DSF: 0000844772,False,queens,0.0,0.0,
Q076,P.S. 76 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-08,,,170000.0,1410.0,DSF: 0000866025,False,queens,,,
Q084,P.S. 84 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-23,2018-04-20,21103.0,21103.0,7103.0,DSF: 0000867054,False,queens,66.0,14000.0,179.0
Q084,P.S. 84 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-11-15,,,500.0,0.0,DSF:,True,queens,,,
Q085,P.S. 85 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-25,2018-04-24,26625.0,26625.0,8156.0,DSF: 0000867064,False,queens,69.0,18469.0,181.0
Q111,P.S. 111 - QUEENS,Fast Track Projects,KITCHEN UPGRADE,Construction,2017-02-17,,,3846045.0,3331567.0,DSF: 0000843648,False,queens,,,
Q111,P.S. 111 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-12-16,,,183390.0,183390.0,DSF: 0000812649,False,queens,,,
Q111,P.S. 111 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-11-14,,,170000.0,877.0,DSF: 0000866027,False,queens,,,
Q112,P.S. 112 - QUEENS,SCA CIP,ROOFS/PAPAPETS/EXT. MASONRY,Scope,2017-12-18,2018-05-04,90295.0,90295.0,0.0,"DSF: 0000879253, 0000879254, 0000879255",True,queens,100.0,90295.0,137.0
Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,2017-08-22,2018-05-18,1146092.0,1086386.0,6966.0,DSF: 0000844957,False,queens,99.0,1139126.0,269.0
Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY17 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",2017-08-22,2018-05-18,78143.0,93643.0,92444.0,DSF: 0000844957,False,queens,-18.0,-14301.0,269.0
K465,HS FOR YOUTH & COMMUNITY DEV.,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,43407.0,0.0,DSF: 0000776992,True,brooklyn,,,190.0
K465,SCIENCE TECH & RESEARCH - K,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,43407.0,0.0,DSF: 0000776994,True,brooklyn,,,190.0
K465,I.S. 382 - BROOKLYN,DOE - Skilled Trades,REPLACE DUPLEX SEWER EJECTOR PUMPS,Construction,2017-03-01,,,228017.0,0.0,DSF: 0000851021,False,brooklyn,,,
K465,ERASMUS YOUNG ADULT BORO CENTE,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,1490.0,DSF: 0000865989,False,brooklyn,,,
K470,H.S. 745 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-30,2018-04-27,55943.0,55943.0,10527.0,DSF: 0000867036,False,brooklyn,81.0,45416.0,179.0
K884,P.S. 884 - BROOKLYN,DOE - Skilled Trades,LEASE RENOVATIONS (PHASE I),Construction,2016-03-21,,,2281686.0,2281686.0,DSF: 0000843678,False,brooklyn,,,
K066,P.S. 66 - BROOKLYN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,2017-10-04,2018-04-11,67572.0,67572.0,39179.0,DSF: 0000866181,False,brooklyn,42.0,28393.0,189.0
K068,I.S. 68 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-20,2018-04-19,22316.0,22316.0,7338.0,DSF: 0000867030,False,brooklyn,67.0,14978.0,181.0
K068,I.S. 68 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,274650.0,0.0,DSF: 0000776708,True,brooklyn,,,190.0
K068,I.S. 68 - BROOKLYN,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,2016-07-15,,,177231.0,177231.0,DSF: 0000799797,False,brooklyn,,,
K068,I.S. 68 - BROOKLYN,DOE - Skilled Trades,REPLACE (3) VACUUM CONDENSATE UNITS,Construction,2017-04-03,,,123970.0,123970.0,DSF: 0000865848,False,brooklyn,,,
K114,P.S. 114 - BROOKLYN,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,2017-10-13,2018-04-12,37070.0,37070.0,6831.0,DSF: 0000867031,False,brooklyn,82.0,30239.0,181.0
K114,P.S. 114 RYDER ELEMENTARY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,2017-11-17,2017-12-17,125000.0,124060.0,124060.0,DSF: 0000845260,True,brooklyn,1.0,940.0,30.0
K114,P.S. 114 - BROOKLYN,DOE - Skilled Trades,REPLACE (6) TRANE GAS FIRED A/C ROOF TOP UNITS,Construction,2016-05-05,,,180255.0,178515.0,DSF: 0000844103,False,brooklyn,,,
K115,P.S. 115 - BROOKLYN,DOE- RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,2016-11-19,,100000.0,107936.0,107936.0,DSF: 0000822801,False,brooklyn,-8.0,-7936.0,
K115,P.S. 115 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-08-30,,,170000.0,1175.0,DSF: 0000865964,False,brooklyn,,,
K211,I.S. 211 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,307442.0,0.0,DSF: 0000776819,True,brooklyn,,,190.0
K211,I.S. 211 - BROOKLYN,DOE - Skilled Trades,CTF PROMETHEAN BOARDS,Construction,2016-07-29,,,43245.0,43245.0,DSF: 0000843903,False,brooklyn,,,
K211,I.S. 211 - BROOKLYN,DOE- RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,2017-07-17,,188841.0,188841.0,188841.0,DSF: 0000844848,False,brooklyn,0.0,0.0,
K219,P.S. 219 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,Construction,2017-10-30,2019-08-10,20686501.0,18690393.0,87213.0,"DSF: 0000804479, 0000826871, 0000844117, 0000844118",False,brooklyn,100.0,20599288.0,649.0
K219,P.S. 219 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY/PARAPETS,"CM, F&E",2017-10-30,2019-08-10,1287160.0,158599.0,156359.0,"DSF: 0000804479, 0000826871, 0000844117, 0000844118",False,brooklyn,88.0,1130801.0,649.0
K219,P.S. 219 - BROOKLYN,SCA IEH,"IEH PO18-RMS 101,102,105,107,107A,108,205,206,207",Construction,2017-10-05,,,1208.0,708.0,DSF: 0000048885,False,brooklyn,,,
K219,P.S. 219 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,2013-06-24,2013-12-31,,376566.0,0.0,DSF: 0000776826,True,brooklyn,,,190.0
K232,MIDDLE SCHOOL OF MKTG - K,SCA CIP,PARAPETS/EXTERIOR MASONRY,Scope,2017-12-18,2018-05-04,117728.0,117728.0,0.0,"DSF: 0000871756, 0000871757",True,brooklyn,100.0,117728.0,137.0
K232,EAST FLATBUSH COMMUNITY RESCH,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,2017-12-15,2018-04-19,0.0,0.0,0.0,DSF: 0000867245,True,brooklyn,,0.0,125.0
R005,P.S. 5 - STATEN ISLAND,DOE- RESOA,FY17 RESO A FLOORS,Construction,2017-08-07,,200000.0,79192.0,79192.0,DSF: 0000844230,False,staten-island,60.0,120808.0,
R006,P.S. 6 - STATEN ISLAND,DOE - Skilled Trades,REPLACE DEFECTIVIE TURBO POWER GAS,Construction,2016-01-14,,,49935.0,49935.0,DSF: 0000843899,False,staten-island,,,
R007,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Scope,2017-11-13,2018-03-19,0.0,11991.0,320.0,DSF: 0000866178,False,staten-island,-inf,-320.0,126.0
R007,I.S. 7 - STATEN ISLAND,DOE - Skilled Trades,CAFETERIA SERVING LINES,Construction,2017-06-02,,,450000.0,0.0,DSF: 0000815617,True,staten-island,,,
R011,P.S. 11 - STATEN ISLAND,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,2016-07-18,,285258.0,187893.0,187893.0,DSF: 0000822334,False,staten-island,34.0,97365.0,
R014,P.S. 14 - STATEN ISLAND,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-02-08,,,626.0,626.0,DSF:,False,staten-island,,,
R014,P.S. 078 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,2022.0,DSF: 0000866050,False,staten-island,,,
R016,P.S. 16 - STATEN ISLAND,SCA CIP,ELECTRICAL SYSTEMS,Construction,2017-11-22,2018-09-17,722300.0,651861.0,2536.0,DSF: 0000859681,False,staten-island,100.0,719764.0,299.0
R016,P.S. 16 - STATEN ISLAND,SCA CIP,ELECTRICAL SYSTEMS,"CM, F&E",2017-11-22,2018-09-17,167400.0,75114.0,8011.0,DSF: 0000859681,False,staten-island,95.0,159389.0,299.0
R016,P.S. 16 - STATEN ISLAND,SCA IEH,"IEH PO18-ROOMS 121, 124, 126, 128",Construction,2017-11-06,,,88367.0,2362.0,DSF: 0000049245,False,staten-island,,,
R016,P.S. 16 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,1033.0,DSF: 0000866051,False,staten-island,,,
R018,P.S. 18 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2016-09-19,,,130956.0,130956.0,DSF: 0000815705,False,staten-island,,,
R019,P.S. 19 - STATEN ISLAND,SCA IEH,IEH PO18-ROOM 201,Construction,2017-12-08,,,21056.0,436.0,DSF: 0000049666,False,staten-island,,,
R019,P.S. 19 - STATEN ISLAND,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-01-31,,,460.0,460.0,DSF:,False,staten-island,,,
R020,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,2017-07-24,2018-03-20,401704.0,290124.0,3878.0,DSF: 0000823558,False,staten-island,99.0,397826.0,239.0
R020,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",2017-07-24,2018-03-20,124292.0,126269.0,18476.0,DSF: 0000823558,False,staten-island,85.0,105816.0,239.0
R021,P.S. 21 - STATEN ISLAND,SCA CIP RESOA,FY18 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,2017-12-21,2019-04-24,0.0,1386.0,1386.0,DSF: 0000866414,False,staten-island,-inf,-1386.0,489.0
R021,P.S. 21 - STATEN ISLAND,DOE - Skilled Trades,REPLACE ROOF TOP UNITS,Construction,2015-08-06,,,141269.0,109269.0,DSF: 0000837807,False,staten-island,,,
R021,P.S. 21 - STATEN ISLAND,DOE - Skilled Trades,DEFECTIVE PRECISION BOILER GAS-FIRE,Construction,2016-01-27,,,40008.0,40008.0,DSF: 0000843976,False,staten-island,,,
R022,P.S. 22 - STATEN ISLAND,SCA IEH,IEH PO18-CORRIDOR OUTSIDE ROOM 104,Construction,2016-03-08,,,4554.0,54.0,DSF: 0000024517,False,staten-island,,,
R022,P.S. 22 - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,1218.0,DSF: 0000866052,False,staten-island,,,
R024,I.S. 24 - STATEN ISLAND,SCA CIP RESOA,FY15 RESO A AUDITORIUM UPGRADE,Design,2017-01-25,2017-06-26,88200.0,84294.0,15626.0,DSF: 0000800087,True,staten-island,82.0,72574.0,152.0
R024,I.S. 24 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A SCIENCE LAB UPGRADES,Construction,2017-06-23,2018-03-19,495884.0,455564.0,69605.0,DSF: 0000844221,False,staten-island,86.0,426279.0,269.0
R024,I.S. 24 - STATEN ISLAND,SCA CIP RESOA,FY17 RESO A SCIENCE LAB UPGRADES,"CM, F&E",2017-06-23,2018-03-19,58251.0,82085.0,41364.0,DSF: 0000844221,False,staten-island,28.999999999999996,16887.0,269.0
R024,I.S. 24 - STATEN ISLAND,SCA IEH,IEH PO18-2ND FLR HALLWAY FROM EXIT 1 & 2 TO RM 226,Construction,2017-04-24,,,121233.0,3656.0,DSF: 0000046368,False,staten-island,,,
R025,R025 SPED - STATEN ISLAND,SCA IEH,IEH PO18-ROOM 104,Construction,2016-02-10,,,4278.0,778.0,DSF: 0000039966,False,staten-island,,,
R025,R025 SPED - STATEN ISLAND,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,2017-09-07,,,170000.0,1068.0,DSF: 0000866053,False,staten-island,,,
R025,R025 SPED - STATEN ISLAND,DOE - Skilled Trades,REPLACE GAS TRAIN,Construction,2017-09-28,,,87808.0,0.0,DSF: 0000866183,True,staten-island,,,
R026,P.S. 26 - STATEN ISLAND,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,2017-02-01,,,393.0,393.0,DSF:,False,staten-island,,,
R026,P.S. 26 - STATEN ISLAND,DOE- RESOA,FY17 RESO A TOILETS-STUDENTS,Construction,2017-06-30,,75000.0,75000.0,60160.0,DSF: 0000844870,False,staten-island,20.0,14840.0,
R027,I.S. 27 - STATEN ISLAND,SCA IEH,IEH PO18-VARIOUS,Construction,2017-08-24,,,18012.0,2760.0,DSF: 0000048353,False,staten-island,,,
R029,P.S. 29 - STATEN ISLAND,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Construction,2017-01-09,2018-06-07,4329392.0,4172155.0,3128301.0,"DSF: 0000822179, 0000843918, 0000843919",False,staten-island,28.000000000000004,1201091.0,514.0
